city,domain,job_role,education,experience_years,skills_count,salary
Pune,Web Development,Web Developer,Diploma,10,7,2430000
Pune,Data Science,Data Analyst,MCA,4,5,1230000
Chennai,Web Development,Web Developer,B.Tech,0,4,425000
Bangalore,Web Development,Web Developer,M.Tech,7,6,2180000
Hyderabad,Web Development,Web Developer,B.Sc,1,2,455000
Chennai,Data Science,Data Analyst,MBA,0,3,495000
Delhi,Artificial Intelligence,AI Engineer,MBA,1,4,1015000
Mumbai,Software Development,Software Developer,MCA,2,5,1015000
Delhi,Artificial Intelligence,AI Engineer,MCA,2,3,1150000
Chennai,Data Science,Data Scientist,B.Sc,4,5,1210000
Hyderabad,Artificial Intelligence,AI Engineer,BCA,7,7,2260000
Pune,Artificial Intelligence,ML Engineer,MCA,4,4,1410000
Mumbai,Artificial Intelligence,ML Engineer,MBA,0,2,820000
Mumbai,Software Development,Software Developer,MCA,10,8,3105000
Bangalore,Artificial Intelligence,AI Engineer,MBA,7,5,2455000
Hyderabad,Data Science,Data Scientist,B.Sc,10,7,3025000
Mumbai,Artificial Intelligence,AI Engineer,MBA,7,6,2460000
Hyderabad,Software Development,Software Developer,MCA,10,9,3005000
Delhi,Software Development,Software Developer,M.Tech,7,5,2020000
Delhi,Software Development,Software Developer,MCA,7,7,1990000
Chennai,Data Science,Data Analyst,M.Tech,2,3,780000
Hyderabad,Data Science,Data Scientist,B.Tech,7,6,2215000
Delhi,Data Science,Data Analyst,B.Tech,2,5,870000
Mumbai,Software Development,Software Developer,Diploma,1,3,540000
Delhi,Artificial Intelligence,AI Engineer,MCA,4,5,1630000
Mumbai,Software Development,Software Developer,BCA,1,4,710000
Chennai,Software Development,Software Developer,M.Tech,2,5,890000
Pune,Software Development,Software Developer,Diploma,0,2,350000
Chennai,Software Development,Software Developer,Diploma,10,9,2495000
Delhi,Software Development,Software Developer,Diploma,10,7,2675000
Bangalore,Data Science,Data Scientist,M.Tech,0,2,885000
Pune,Artificial Intelligence,AI Engineer,MBA,2,5,1115000
Pune,Web Development,Web Developer,MCA,10,9,2655000
Hyderabad,Web Development,Web Developer,BCA,4,5,1090000
Delhi,Data Science,Data Analyst,B.Sc,7,6,1810000
Pune,Artificial Intelligence,ML Engineer,BCA,7,7,2090000
Hyderabad,Software Development,Software Developer,BCA,0,4,505000
Delhi,Data Science,Data Scientist,MBA,1,4,905000
Hyderabad,Artificial Intelligence,AI Engineer,B.Tech,7,5,2315000
Delhi,Web Development,Web Developer,M.Tech,0,4,630000
Hyderabad,Data Science,Data Analyst,M.Tech,4,4,1290000
Mumbai,Artificial Intelligence,ML Engineer,MBA,4,4,1585000
Delhi,Data Science,Data Scientist,MBA,0,3,800000
Delhi,Software Development,Software Developer,BCA,10,8,2810000
Mumbai,Web Development,Web Developer,MBA,0,4,530000
Hyderabad,Data Science,Data Analyst,B.Tech,4,4,1185000
Hyderabad,Web Development,Web Developer,MCA,2,4,790000
Pune,Web Development,Web Developer,BCA,1,3,490000
Pune,Artificial Intelligence,AI Engineer,B.Tech,10,9,3055000
Delhi,Artificial Intelligence,ML Engineer,MCA,0,2,800000
Delhi,Web Development,Web Developer,B.Tech,7,7,1840000
Bangalore,Data Science,Data Scientist,B.Sc,7,6,2260000
Mumbai,Artificial Intelligence,AI Engineer,Diploma,10,9,3215000
Pune,Artificial Intelligence,ML Engineer,MBA,7,5,2105000
Delhi,Data Science,Data Analyst,MCA,7,6,1985000
Chennai,Data Science,Data Scientist,B.Sc,7,6,1890000
Pune,Software Development,Software Developer,MBA,7,5,1875000
Pune,Web Development,Web Developer,MCA,0,2,435000
Chennai,Artificial Intelligence,AI Engineer,M.Tech,4,6,1535000
Mumbai,Artificial Intelligence,AI Engineer,BCA,1,3,945000
Hyderabad,Software Development,Software Developer,MCA,2,5,945000
Hyderabad,Artificial Intelligence,ML Engineer,M.Tech,7,5,2295000
Delhi,Web Development,Web Developer,MCA,1,4,660000
Bangalore,Artificial Intelligence,ML Engineer,BCA,0,4,870000
Chennai,Data Science,Data Analyst,MBA,4,4,1085000
Chennai,Data Science,Data Scientist,BCA,4,4,1205000
Delhi,Software Development,Software Developer,M.Tech,10,7,2905000
Bangalore,Data Science,Data Analyst,MCA,1,2,730000
Delhi,Data Science,Data Scientist,MCA,0,2,710000
Pune,Web Development,Web Developer,Diploma,7,7,1685000
Delhi,Data Science,Data Analyst,M.Tech,10,7,2880000
Delhi,Software Development,Software Developer,BCA,0,4,525000
Delhi,Data Science,Data Scientist,MBA,2,5,1070000
Bangalore,Software Development,Software Developer,Diploma,10,7,2980000
Chennai,Artificial Intelligence,ML Engineer,M.Tech,1,3,955000
Hyderabad,Data Science,Data Scientist,M.Tech,10,7,3185000
Bangalore,Data Science,Data Scientist,MCA,1,4,1085000
Bangalore,Artificial Intelligence,AI Engineer,M.Tech,4,4,1790000
Mumbai,Data Science,Data Scientist,MBA,1,3,985000
Hyderabad,Software Development,Software Developer,Diploma,2,3,680000
Chennai,Artificial Intelligence,ML Engineer,B.Tech,7,7,2040000
Hyderabad,Artificial Intelligence,ML Engineer,M.Tech,10,9,3345000
Chennai,Artificial Intelligence,AI Engineer,B.Tech,0,4,765000
Bangalore,Artificial Intelligence,ML Engineer,MBA,1,3,1045000
Hyderabad,Data Science,Data Analyst,Diploma,1,2,480000
Chennai,Data Science,Data Scientist,MCA,4,5,1330000
Chennai,Web Development,Web Developer,B.Sc,4,6,965000
Mumbai,Artificial Intelligence,ML Engineer,Diploma,7,5,2135000
Chennai,Data Science,Data Analyst,BCA,4,5,1010000
Bangalore,Web Development,Web Developer,MBA,2,3,825000
Delhi,Software Development,Software Developer,MBA,0,2,555000
Delhi,Data Science,Data Analyst,MBA,0,4,555000
Pune,Web Development,Web Developer,MBA,1,2,530000
Mumbai,Artificial Intelligence,AI Engineer,MCA,0,3,985000
Bangalore,Artificial Intelligence,AI Engineer,M.Tech,7,5,2575000
Bangalore,Web Development,Web Developer,Diploma,10,7,2810000
Bangalore,Software Development,Software Developer,MCA,1,3,755000
Pune,Data Science,Data Scientist,MBA,7,5,2070000
Bangalore,Artificial Intelligence,ML Engineer,MBA,10,7,3415000
Delhi,Web Development,Web Developer,MCA,4,4,1170000
Bangalore,Artificial Intelligence,AI Engineer,B.Tech,2,3,1270000
Pune,Artificial Intelligence,ML Engineer,M.Tech,10,8,3020000
Hyderabad,Artificial Intelligence,ML Engineer,BCA,7,7,2180000
Bangalore,Artificial Intelligence,AI Engineer,MBA,0,4,1000000
Delhi,Software Development,Software Developer,BCA,1,4,665000
Delhi,Artificial Intelligence,AI Engineer,B.Sc,2,3,1090000
Delhi,Web Development,Web Developer,M.Tech,7,6,1920000
Bangalore,Data Science,Data Analyst,B.Sc,10,8,2975000
Mumbai,Data Science,Data Analyst,B.Sc,1,3,565000
Hyderabad,Data Science,Data Scientist,Diploma,7,7,2100000
Hyderabad,Data Science,Data Scientist,B.Tech,0,2,770000
Hyderabad,Artificial Intelligence,ML Engineer,B.Sc,1,4,905000
Hyderabad,Software Development,Software Developer,B.Tech,10,8,2960000
Mumbai,Software Development,Software Developer,M.Tech,2,4,995000
Bangalore,Data Science,Data Analyst,Diploma,2,3,750000
Hyderabad,Artificial Intelligence,ML Engineer,Diploma,2,3,955000
Bangalore,Artificial Intelligence,ML Engineer,Diploma,10,9,3310000
Hyderabad,Artificial Intelligence,AI Engineer,M.Tech,4,4,1630000
Delhi,Web Development,Web Developer,BCA,10,8,2645000
Delhi,Artificial Intelligence,AI Engineer,BCA,7,6,2215000
Delhi,Data Science,Data Scientist,M.Tech,7,6,2200000
Delhi,Web Development,Web Developer,BCA,2,4,710000
Pune,Data Science,Data Analyst,B.Sc,2,4,700000
Hyderabad,Software Development,Software Developer,B.Tech,1,3,700000
Bangalore,Artificial Intelligence,AI Engineer,B.Sc,2,3,1200000
Hyderabad,Artificial Intelligence,ML Engineer,B.Tech,1,2,925000
Pune,Software Development,Software Developer,B.Sc,2,3,730000
Mumbai,Artificial Intelligence,ML Engineer,MBA,2,3,1125000
Chennai,Artificial Intelligence,ML Engineer,B.Tech,4,6,1380000
Mumbai,Web Development,Web Developer,MBA,10,8,2925000
Hyderabad,Data Science,Data Scientist,M.Tech,7,7,2330000
Hyderabad,Data Science,Data Analyst,MBA,4,4,1270000
Hyderabad,Data Science,Data Analyst,Diploma,10,9,2790000
Delhi,Web Development,Web Developer,B.Sc,0,2,295000
Pune,Data Science,Data Analyst,B.Tech,4,5,1130000
Pune,Data Science,Data Analyst,BCA,2,3,675000
Hyderabad,Web Development,Web Developer,M.Tech,10,7,2890000
Hyderabad,Data Science,Data Analyst,MBA,7,6,1985000
Bangalore,Software Development,Software Developer,Diploma,0,2,395000
Delhi,Web Development,Web Developer,MBA,4,4,1140000
Hyderabad,Data Science,Data Analyst,MCA,7,6,2035000
Mumbai,Data Science,Data Analyst,B.Tech,2,5,895000
Chennai,Web Development,Web Developer,MBA,2,3,660000
Delhi,Data Science,Data Analyst,B.Tech,4,5,1210000
Pune,Artificial Intelligence,AI Engineer,MBA,10,9,3030000
Mumbai,Software Development,Software Developer,B.Sc,2,4,765000
Hyderabad,Data Science,Data Analyst,BCA,10,7,2800000
Pune,Artificial Intelligence,AI Engineer,M.Tech,4,6,1575000
Hyderabad,Data Science,Data Scientist,M.Tech,2,4,1170000
Delhi,Web Development,Web Developer,M.Tech,2,5,880000
Hyderabad,Data Science,Data Scientist,Diploma,4,6,1335000
Pune,Software Development,Software Developer,MBA,0,4,580000
Hyderabad,Data Science,Data Analyst,MCA,4,4,1300000
Chennai,Artificial Intelligence,ML Engineer,MBA,1,4,875000
Pune,Web Development,Web Developer,B.Sc,2,5,700000
Chennai,Software Development,Software Developer,B.Tech,10,9,2575000
Bangalore,Data Science,Data Scientist,BCA,10,9,3360000
Delhi,Data Science,Data Scientist,Diploma,1,4,785000
Hyderabad,Artificial Intelligence,AI Engineer,MBA,1,2,990000
Mumbai,Data Science,Data Scientist,MCA,1,2,915000
Bangalore,Software Development,Software Developer,Diploma,4,5,1195000
Pune,Web Development,Web Developer,B.Sc,1,3,510000
Pune,Data Science,Data Analyst,M.Tech,1,2,730000
Hyderabad,Software Development,Software Developer,BCA,10,7,2795000
Pune,Artificial Intelligence,AI Engineer,MBA,7,7,2210000
Chennai,Data Science,Data Analyst,MCA,2,5,835000
Pune,Web Development,Web Developer,BCA,7,7,1700000
Pune,Software Development,Software Developer,M.Tech,4,4,1220000
Delhi,Data Science,Data Scientist,B.Sc,10,8,2980000
Chennai,Artificial Intelligence,AI Engineer,MBA,0,2,735000
Hyderabad,Artificial Intelligence,ML Engineer,MBA,10,7,3215000
Delhi,Data Science,Data Scientist,B.Sc,1,3,825000
Bangalore,Artificial Intelligence,AI Engineer,BCA,0,4,875000
Bangalore,Web Development,Web Developer,M.Tech,0,4,605000
Pune,Data Science,Data Scientist,MBA,0,4,750000
Chennai,Data Science,Data Analyst,Diploma,10,9,2515000
Pune,Artificial Intelligence,ML Engineer,B.Sc,1,4,835000
Pune,Data Science,Data Scientist,BCA,0,2,635000
Bangalore,Web Development,Web Developer,BCA,2,4,745000
Hyderabad,Artificial Intelligence,ML Engineer,B.Sc,0,2,680000
Delhi,Web Development,Web Developer,B.Tech,2,4,715000
Chennai,Data Science,Data Analyst,M.Tech,1,2,680000
Hyderabad,Artificial Intelligence,AI Engineer,Diploma,10,8,3135000
Hyderabad,Web Development,Web Developer,MCA,1,4,695000
Chennai,Artificial Intelligence,ML Engineer,B.Tech,2,3,995000
Pune,Artificial Intelligence,AI Engineer,MCA,7,5,2165000
Hyderabad,Artificial Intelligence,ML Engineer,Diploma,0,3,640000
Delhi,Web Development,Web Developer,B.Tech,0,2,435000
Mumbai,Data Science,Data Scientist,BCA,10,7,3105000
Bangalore,Web Development,Web Developer,B.Sc,0,2,350000
Mumbai,Artificial Intelligence,ML Engineer,M.Tech,0,3,935000
Chennai,Artificial Intelligence,ML Engineer,BCA,10,8,2800000
Hyderabad,Data Science,Data Analyst,M.Tech,1,2,740000
Hyderabad,Artificial Intelligence,AI Engineer,Diploma,2,5,1040000
Delhi,Artificial Intelligence,ML Engineer,B.Tech,0,3,755000
Mumbai,Data Science,Data Scientist,MBA,0,3,800000
Mumbai,Artificial Intelligence,ML Engineer,MBA,10,9,3365000
Delhi,Artificial Intelligence,ML Engineer,M.Tech,4,4,1535000
Bangalore,Web Development,Web Developer,M.Tech,1,3,790000
Delhi,Software Development,Software Developer,MCA,4,4,1280000
Bangalore,Artificial Intelligence,AI Engineer,B.Sc,10,7,3385000
Chennai,Artificial Intelligence,AI Engineer,B.Sc,2,3,990000
Chennai,Data Science,Data Analyst,BCA,7,6,1665000
Hyderabad,Software Development,Software Developer,Diploma,7,7,1905000
Delhi,Data Science,Data Analyst,Diploma,4,5,1075000
Hyderabad,Artificial Intelligence,ML Engineer,B.Sc,2,3,980000
Mumbai,Data Science,Data Analyst,MBA,1,2,655000
Bangalore,Web Development,Web Developer,B.Sc,2,5,790000
Delhi,Data Science,Data Analyst,Diploma,7,6,1790000
Mumbai,Data Science,Data Analyst,MCA,2,3,870000
Mumbai,Web Development,Web Developer,M.Tech,2,5,905000
Pune,Artificial Intelligence,AI Engineer,BCA,10,9,2975000
Mumbai,Web Development,Web Developer,B.Tech,7,7,1980000
Pune,Artificial Intelligence,AI Engineer,BCA,4,5,1395000
Hyderabad,Artificial Intelligence,AI Engineer,B.Sc,7,5,2230000
Bangalore,Artificial Intelligence,AI Engineer,Diploma,0,3,780000
Pune,Artificial Intelligence,AI Engineer,MCA,2,4,1140000
Mumbai,Artificial Intelligence,ML Engineer,B.Sc,7,7,2290000
Hyderabad,Artificial Intelligence,AI Engineer,B.Tech,0,2,800000
Pune,Artificial Intelligence,ML Engineer,BCA,1,2,775000
Hyderabad,Artificial Intelligence,AI Engineer,MBA,2,5,1280000
Hyderabad,Data Science,Data Scientist,Diploma,1,2,745000
Bangalore,Data Science,Data Analyst,Diploma,1,4,600000
Mumbai,Software Development,Software Developer,B.Sc,4,5,1200000
Delhi,Data Science,Data Analyst,M.Tech,7,5,1990000
Mumbai,Web Development,Web Developer,B.Sc,4,4,1105000
Pune,Data Science,Data Scientist,MCA,1,3,910000
Bangalore,Web Development,Web Developer,MBA,1,2,590000
Pune,Data Science,Data Analyst,MCA,1,3,690000
Mumbai,Web Development,Web Developer,B.Sc,10,9,2840000
Pune,Artificial Intelligence,AI Engineer,MCA,1,2,920000
Chennai,Artificial Intelligence,AI Engineer,BCA,10,9,2805000
Pune,Data Science,Data Scientist,M.Tech,2,5,1130000
Delhi,Data Science,Data Analyst,MBA,10,9,2840000
Delhi,Data Science,Data Scientist,B.Tech,7,6,2185000
Chennai,Web Development,Web Developer,M.Tech,0,2,450000
Hyderabad,Software Development,Software Developer,MBA,2,5,890000
Mumbai,Software Development,Software Developer,BCA,4,5,1210000
Hyderabad,Artificial Intelligence,ML Engineer,B.Sc,10,9,3090000
Bangalore,Software Development,Software Developer,B.Sc,1,3,665000
Bangalore,Data Science,Data Analyst,B.Sc,0,2,440000
Hyderabad,Web Development,Web Developer,B.Tech,2,5,800000
Chennai,Software Development,Software Developer,Diploma,4,6,1025000
Chennai,Artificial Intelligence,ML Engineer,M.Tech,10,7,2865000
Bangalore,Data Science,Data Analyst,B.Tech,2,3,915000
Chennai,Data Science,Data Analyst,B.Tech,4,5,1125000
Chennai,Web Development,Web Developer,MBA,0,2,405000
Pune,Software Development,Software Developer,MCA,4,5,1250000
Hyderabad,Software Development,Software Developer,M.Tech,0,2,635000
Mumbai,Data Science,Data Scientist,M.Tech,2,3,1185000
Hyderabad,Artificial Intelligence,ML Engineer,MBA,0,2,820000
Mumbai,Artificial Intelligence,ML Engineer,B.Sc,10,8,3165000
Hyderabad,Web Development,Web Developer,MBA,1,3,605000
Hyderabad,Web Development,Web Developer,B.Sc,10,7,2665000
Chennai,Artificial Intelligence,AI Engineer,Diploma,4,4,1270000
Chennai,Data Science,Data Analyst,B.Tech,2,5,740000
Bangalore,Artificial Intelligence,AI Engineer,B.Sc,4,5,1575000
Bangalore,Artificial Intelligence,AI Engineer,MCA,2,4,1325000
Chennai,Artificial Intelligence,ML Engineer,MBA,10,8,2815000
Mumbai,Software Development,Software Developer,B.Tech,10,8,2980000
Bangalore,Artificial Intelligence,AI Engineer,Diploma,2,3,1070000
Hyderabad,Data Science,Data Analyst,MCA,1,2,680000
Pune,Data Science,Data Scientist,Diploma,1,2,630000
Bangalore,Software Development,Software Developer,BCA,7,5,1985000
Chennai,Data Science,Data Analyst,B.Tech,7,5,1700000
Hyderabad,Data Science,Data Analyst,MBA,1,4,685000
Pune,Data Science,Data Analyst,B.Tech,2,3,795000
Chennai,Web Development,Web Developer,Diploma,1,3,425000
Chennai,Artificial Intelligence,ML Engineer,B.Tech,0,2,725000
Hyderabad,Web Development,Web Developer,M.Tech,1,4,775000
Delhi,Software Development,Software Developer,Diploma,0,4,455000
Mumbai,Artificial Intelligence,AI Engineer,M.Tech,2,4,1375000
Chennai,Data Science,Data Scientist,Diploma,2,3,790000
Hyderabad,Artificial Intelligence,AI Engineer,Diploma,0,4,805000
Mumbai,Software Development,Software Developer,B.Tech,1,4,780000
Pune,Artificial Intelligence,ML Engineer,Diploma,4,5,1280000
Pune,Software Development,Software Developer,MCA,7,7,1930000
Mumbai,Artificial Intelligence,ML Engineer,BCA,7,6,2270000
Pune,Data Science,Data Analyst,B.Sc,4,5,1080000
Bangalore,Data Science,Data Scientist,MCA,0,3,885000
Bangalore,Artificial Intelligence,ML Engineer,M.Tech,0,4,1045000
Pune,Data Science,Data Scientist,B.Tech,1,3,800000
Delhi,Artificial Intelligence,ML Engineer,BCA,2,4,1045000
Bangalore,Software Development,Software Developer,B.Tech,1,3,755000
Bangalore,Data Science,Data Scientist,B.Tech,7,7,2405000
Pune,Artificial Intelligence,ML Engineer,B.Sc,2,5,995000
Delhi,Artificial Intelligence,ML Engineer,BCA,0,3,775000
Hyderabad,Data Science,Data Analyst,MCA,2,5,940000
Mumbai,Software Development,Software Developer,BCA,7,7,2045000
Chennai,Data Science,Data Scientist,BCA,0,2,550000
Pune,Artificial Intelligence,AI Engineer,Diploma,10,8,2875000
Mumbai,Artificial Intelligence,AI Engineer,MCA,2,3,1260000
Hyderabad,Data Science,Data Scientist,BCA,1,4,880000
Mumbai,Data Science,Data Scientist,M.Tech,7,5,2350000
Hyderabad,Software Development,Software Developer,MBA,0,2,565000
Hyderabad,Data Science,Data Scientist,BCA,10,8,3030000
Pune,Web Development,Web Developer,B.Tech,2,4,715000
Pune,Data Science,Data Scientist,B.Tech,10,8,2890000
Delhi,Data Science,Data Analyst,B.Tech,0,3,525000
Bangalore,Data Science,Data Scientist,M.Tech,10,7,3480000
Bangalore,Web Development,Web Developer,M.Tech,4,5,1385000
Pune,Artificial Intelligence,ML Engineer,B.Sc,4,6,1410000
Hyderabad,Software Development,Software Developer,Diploma,0,4,480000
Pune,Data Science,Data Scientist,MBA,2,5,1010000
Bangalore,Artificial Intelligence,AI Engineer,MBA,10,7,3505000
Delhi,Web Development,Web Developer,MCA,7,6,1865000
Mumbai,Artificial Intelligence,AI Engineer,B.Tech,1,4,1095000
Bangalore,Data Science,Data Scientist,BCA,1,3,900000
Bangalore,Data Science,Data Scientist,BCA,2,5,1085000
Mumbai,Data Science,Data Scientist,Diploma,2,4,1005000
Bangalore,Data Science,Data Scientist,M.Tech,2,3,1275000
Pune,Software Development,Software Developer,MBA,2,3,835000
Bangalore,Data Science,Data Analyst,MBA,2,5,1010000
Mumbai,Web Development,Web Developer,MCA,7,7,2035000
Pune,Web Development,Web Developer,M.Tech,1,4,660000
Pune,Software Development,Software Developer,B.Tech,4,5,1190000
Delhi,Artificial Intelligence,AI Engineer,B.Sc,7,7,2175000
Pune,Artificial Intelligence,ML Engineer,B.Tech,2,5,1055000
Bangalore,Data Science,Data Analyst,B.Tech,0,3,545000
Bangalore,Data Science,Data Analyst,MBA,4,5,1360000
Hyderabad,Data Science,Data Scientist,BCA,0,4,755000
Pune,Artificial Intelligence,AI Engineer,M.Tech,7,7,2295000
Pune,Data Science,Data Analyst,B.Tech,0,4,540000
Pune,Artificial Intelligence,ML Engineer,B.Sc,7,7,2045000
Bangalore,Data Science,Data Analyst,MBA,10,7,3095000
Mumbai,Artificial Intelligence,ML Engineer,MCA,1,2,1040000
Hyderabad,Data Science,Data Analyst,B.Tech,1,2,635000
Mumbai,Data Science,Data Scientist,B.Sc,7,6,2165000
Mumbai,Web Development,Web Developer,B.Tech,10,9,2930000
Delhi,Artificial Intelligence,AI Engineer,MBA,0,3,830000
Pune,Data Science,Data Scientist,Diploma,7,6,1910000
Chennai,Data Science,Data Scientist,MBA,1,2,815000
Hyderabad,Web Development,Web Developer,M.Tech,2,3,825000
Delhi,Artificial Intelligence,ML Engineer,B.Sc,1,4,905000
Hyderabad,Software Development,Software Developer,M.Tech,4,5,1410000
Delhi,Web Development,Web Developer,Diploma,1,3,425000
Bangalore,Software Development,Software Developer,Diploma,7,5,1925000
Delhi,Software Development,Software Developer,B.Tech,2,4,810000
Mumbai,Data Science,Data Analyst,Diploma,1,3,500000
Chennai,Artificial Intelligence,ML Engineer,MCA,2,3,1015000
Chennai,Data Science,Data Scientist,B.Tech,4,6,1310000
Mumbai,Artificial Intelligence,ML Engineer,BCA,10,7,3215000
Delhi,Artificial Intelligence,AI Engineer,B.Tech,1,3,1010000
Chennai,Software Development,Software Developer,B.Tech,0,4,530000
Delhi,Web Development,Web Developer,MBA,7,6,1845000
Mumbai,Data Science,Data Analyst,Diploma,7,6,1915000
Mumbai,Artificial Intelligence,AI Engineer,B.Tech,7,5,2360000
Chennai,Artificial Intelligence,AI Engineer,MCA,2,5,1080000
Bangalore,Software Development,Software Developer,MBA,0,3,580000
Pune,Data Science,Data Analyst,BCA,4,4,1065000
Bangalore,Data Science,Data Analyst,B.Tech,1,3,665000
Bangalore,Artificial Intelligence,ML Engineer,MBA,2,3,1180000
Pune,Data Science,Data Analyst,MBA,10,9,2740000
Delhi,Data Science,Data Scientist,MCA,1,4,960000
Bangalore,Data Science,Data Scientist,MCA,7,7,2435000
Hyderabad,Software Development,Software Developer,B.Sc,1,2,540000
Delhi,Artificial Intelligence,ML Engineer,B.Tech,10,7,3105000
Chennai,Software Development,Software Developer,B.Tech,1,3,560000
Mumbai,Data Science,Data Analyst,M.Tech,4,6,1465000
Chennai,Data Science,Data Analyst,MCA,10,9,2600000
Mumbai,Software Development,Software Developer,MBA,10,9,3055000
Delhi,Data Science,Data Scientist,M.Tech,0,3,810000
Chennai,Artificial Intelligence,ML Engineer,MBA,2,5,1100000
Chennai,Software Development,Software Developer,B.Sc,2,4,665000
Mumbai,Data Science,Data Scientist,BCA,2,3,1035000
Hyderabad,Software Development,Software Developer,Diploma,10,7,2720000
Bangalore,Artificial Intelligence,AI Engineer,BCA,1,4,1070000
Hyderabad,Artificial Intelligence,ML Engineer,B.Tech,7,5,2270000
Delhi,Web Development,Web Developer,MCA,2,4,765000
Bangalore,Data Science,Data Analyst,M.Tech,7,6,2200000
Bangalore,Artificial Intelligence,ML Engineer,MBA,4,6,1710000
Bangalore,Data Science,Data Analyst,MCA,2,3,910000
Delhi,Artificial Intelligence,ML Engineer,MBA,2,3,1100000
Delhi,Data Science,Data Analyst,Diploma,1,4,505000
Delhi,Data Science,Data Analyst,MCA,4,6,1285000
Hyderabad,Artificial Intelligence,AI Engineer,B.Sc,10,8,3155000
Delhi,Data Science,Data Scientist,Diploma,0,2,570000
Chennai,Artificial Intelligence,ML Engineer,M.Tech,4,5,1500000
Bangalore,Artificial Intelligence,ML Engineer,MCA,1,3,1040000
Mumbai,Data Science,Data Scientist,B.Sc,10,9,3230000
Delhi,Web Development,Web Developer,MBA,10,9,2755000
Chennai,Software Development,Software Developer,BCA,0,3,405000
Mumbai,Artificial Intelligence,AI Engineer,MBA,10,8,3425000
Delhi,Artificial Intelligence,AI Engineer,Diploma,2,5,1035000
Pune,Artificial Intelligence,ML Engineer,Diploma,7,7,2015000
Pune,Data Science,Data Scientist,MBA,10,9,2925000
Mumbai,Software Development,Software Developer,B.Tech,0,2,535000
Chennai,Data Science,Data Analyst,Diploma,0,3,340000
Mumbai,Artificial Intelligence,ML Engineer,B.Tech,0,3,870000
Delhi,Artificial Intelligence,AI Engineer,MCA,7,6,2280000
Hyderabad,Web Development,Web Developer,MCA,0,2,435000
Mumbai,Artificial Intelligence,AI Engineer,MCA,1,3,1105000
Pune,Web Development,Web Developer,Diploma,2,3,585000
Chennai,Software Development,Software Developer,MCA,7,6,1850000
Hyderabad,Artificial Intelligence,ML Engineer,Diploma,7,6,2095000
Bangalore,Web Development,Web Developer,B.Tech,7,6,2075000
Bangalore,Data Science,Data Scientist,BCA,0,4,770000
Mumbai,Artificial Intelligence,AI Engineer,B.Sc,0,4,810000
Bangalore,Data Science,Data Analyst,M.Tech,0,4,705000
Bangalore,Data Science,Data Scientist,B.Tech,1,4,1040000
Bangalore,Software Development,Software Developer,BCA,2,3,840000
Chennai,Artificial Intelligence,AI Engineer,BCA,1,2,805000
Pune,Artificial Intelligence,ML Engineer,MCA,10,8,2950000
Mumbai,Artificial Intelligence,AI Engineer,B.Sc,4,5,1525000
Pune,Data Science,Data Scientist,Diploma,0,4,600000
Pune,Artificial Intelligence,ML Engineer,MCA,7,7,2120000
Bangalore,Web Development,Web Developer,Diploma,1,2,455000
Hyderabad,Artificial Intelligence,ML Engineer,B.Tech,2,3,1075000
Bangalore,Data Science,Data Scientist,Diploma,10,9,3255000
Mumbai,Artificial Intelligence,ML Engineer,M.Tech,7,7,2445000
Hyderabad,Software Development,Software Developer,Diploma,4,5,1095000
Bangalore,Artificial Intelligence,AI Engineer,M.Tech,1,2,1170000
Delhi,Artificial Intelligence,ML Engineer,Diploma,0,2,675000
Pune,Web Development,Web Developer,B.Sc,4,6,1000000
Delhi,Data Science,Data Scientist,BCA,4,4,1340000
Delhi,Software Development,Software Developer,B.Sc,2,5,780000
Chennai,Artificial Intelligence,AI Engineer,MBA,4,4,1420000
Hyderabad,Data Science,Data Scientist,B.Sc,2,5,995000
Mumbai,Data Science,Data Scientist,MBA,4,4,1535000
Chennai,Web Development,Web Developer,MBA,10,8,2545000
Mumbai,Artificial Intelligence,ML Engineer,BCA,1,3,900000
Delhi,Data Science,Data Analyst,MCA,2,5,910000
Pune,Artificial Intelligence,AI Engineer,MCA,0,3,820000
Pune,Web Development,Web Developer,MBA,0,3,410000
Chennai,Data Science,Data Scientist,B.Sc,2,4,880000
Mumbai,Data Science,Data Analyst,Diploma,2,4,765000
Pune,Data Science,Data Analyst,MBA,4,6,1240000
Delhi,Artificial Intelligence,AI Engineer,B.Sc,1,4,920000
Mumbai,Software Development,Software Developer,B.Sc,7,6,1965000
Mumbai,Software Development,Software Developer,Diploma,10,7,2820000
Pune,Web Development,Web Developer,M.Tech,7,6,1830000
Bangalore,Data Science,Data Scientist,BCA,4,4,1450000
Delhi,Artificial Intelligence,AI Engineer,MCA,10,8,3170000
Bangalore,Artificial Intelligence,ML Engineer,B.Sc,1,2,900000
Chennai,Artificial Intelligence,ML Engineer,MCA,10,9,2865000
Chennai,Data Science,Data Scientist,BCA,10,7,2670000
Mumbai,Artificial Intelligence,AI Engineer,MBA,1,2,1025000
Bangalore,Data Science,Data Analyst,MBA,7,6,2115000
Mumbai,Artificial Intelligence,AI Engineer,MCA,7,7,2500000
Hyderabad,Data Science,Data Analyst,M.Tech,10,7,3015000
Hyderabad,Artificial Intelligence,AI Engineer,MCA,10,7,3285000
Bangalore,Artificial Intelligence,AI Engineer,B.Tech,1,3,1120000
Bangalore,Software Development,Software Developer,M.Tech,4,5,1445000
Delhi,Artificial Intelligence,AI Engineer,MBA,7,7,2280000
